日期,星期,最高气温,最低气温,天气,风向
2022-05-15,星期日,25,10,晴,西风1级
2022-05-16,星期一,28,14,多云,南风1级
2022-05-17,星期二,29,16,晴,东风1级
2022-05-18,星期三,29,17,多云,西南风1级
2022-05-19,星期四,30,17,多云,西南风2级
2022-05-20,星期五,31,17,多云,西南风1级
2022-05-21,星期六,34,19,晴,西北风2级
2022-05-22,星期日,33,20,多云,东风1级
2022-05-23,星期一,32,20,晴,西南风2级
2022-05-24,星期二,33,20,多云,西南风1级
2022-05-25,星期三,29,16,多云,西南风2级
2022-05-26,星期四,33,17,晴,北风3级
2022-05-27,星期五,34,21,多云,西南风2级
2022-05-28,星期六,36,25,多云,西南风2级
2022-05-29,星期日,30,14,晴,北风2级
2022-05-30,星期一,33,15,晴,东北风2级
2022-05-31,星期二,32,15,晴,北风1级
2022-06-01,星期三,34,19,晴,西风 2级
2022-06-02,星期四,35,21,多云,南风 2级
2022-06-03,星期五,36,22,多云,东北风 2级
2022-06-04,星期六,32,20,多云,西北风 1级
2022-06-05,星期日,36,20,多云,西北风 2级
2022-06-06,星期一,30,16,晴,东北风 1级
2022-06-07,星期二,27,17,多云,东风 4级
2022-06-08,星期三,26,16,多云,东风 2级
2022-06-09,星期四,29,18,多云,东风 1级
2022-06-10,星期五,27,20,多云,东风 1级
2022-06-11,星期六,28,19,小雨到大雨,东北风2级
2022-06-12,星期日,29,17,多云,西南风2级
2022-06-13,星期一,27,17,多云,东北风2级
2022-06-14,星期二,34,22,晴,南风1级
2022-06-15,星期三,28,19,多云,西风2级
2022-06-16,星期四,31,21,晴,东北风2级
2022-06-17,星期五,32,21,多云,东风3级
2022-06-18,星期六,33,21,多云,东风2级
2022-06-19,星期日,34,22,多云,东南风2级
2022-06-20,星期一,37,25,多云,西南风1级
2022-06-21,星期二,39,26,多云,北风1级
2022-06-22,星期三,29,22,小雨,东北风1级
2022-06-23,星期四,35,22,多云,南风2级
2022-06-24,星期五,37,24,晴,北风1级
2022-06-25,星期六,40,27,多云,东风1级
2022-06-26,星期日,32,25,多云,东北风2级
2022-06-27,星期一,28,23,小雨,北风1级
2022-06-28,星期二,28,21,多云,西北风2级
2022-06-29,星期三,28,21,多云,北风1级
2022-06-30,星期四,29,22,多云,西北风1级
2022-07-01,星期五,31,22,多云,东北风 1级
2022-07-02,星期六,31,24,多云,西南风 2级
2022-07-03,星期日,28,23,小雨,西风 1级
2022-07-04,星期一,30,24,多云,东风 1级
2022-07-05,星期二,31,23,大雨,东南风 2级
2022-07-06,星期三,31,20,晴,东风 1级
2022-07-07,星期四,34,25,晴,西南风 1级
2022-07-08,星期五,34,24,多云,西北风 1级
2022-07-09,星期六,30,26,小雨,西北风 1级
2022-07-10,星期日,29,20,晴,南风 1级
2022-07-11,星期一,28,23,阴,西风1级
2022-07-12,星期二,27,21,阴,东北风2级
2022-07-13,星期三,32,23,晴,西南风1级
2022-07-14,星期四,32,21,多云,西南风1级
2022-07-15,星期五,34,25,多云,东风1级
2022-07-16,星期六,33,25,多云,西南风1级
2022-07-17,星期日,36,23,多云,东北风1级
2022-07-18,星期一,34,22,多云,西南风1级
2022-07-19,星期二,33,24,多云,西南风1级
2022-07-20,星期三,32,20,晴,南风3级
2022-07-21,星期四,33,23,多云,东风1级
2022-07-22,星期五,32,22,小雨,西南风2级
2022-07-23,星期六,33,21,晴,西南风3级
2022-07-24,星期日,34,25,晴,西南风2级
2022-07-25,星期一,34,24,多云,西南风1级
2022-07-26,星期二,29,23,多云,东风2级
2022-07-27,星期三,30,21,阴,北风2级
2022-07-28,星期四,28,19,晴,东风1级
2022-07-29,星期五,31,23,晴,西南风2级
2022-07-30,星期六,32,23,多云,东南风1级
2022-07-31,星期日,32,24,晴,西南风1级
2022-08-01,星期一,34,25,晴,西风 1级
2022-08-02,星期二,33,26,小雨,西南风 1级
2022-08-03,星期三,35,27,多云,南风 1级
2022-08-04,星期四,34,26,多云,西南风 1级
2022-08-05,星期五,35,27,晴,西南风 1级
2022-08-06,星期六,33,25,多云,北风 1级
2022-08-07,星期日,32,25,多云,西南风 2级
2022-08-08,星期一,27,21,多云,西北风 1级
2022-08-09,星期二,22,18,多云,西南风 1级
2022-08-10,星期三,29,19,多云,西南风 1级
2022-08-11,星期四,31,23,晴,南风1级
2022-08-12,星期五,31,26,雾,东北风2级
2022-08-13,星期六,31,24,小雨,东南风1级
2022-08-14,星期日,29,25,雷阵雨,东北风1级
2022-08-15,星期一,33,20,多云,南风2级
2022-08-16,星期二,31,22,晴,南风1级
2022-08-17,星期三,31,24,多云,南风2级
2022-08-18,星期四,27,24,雷阵雨,西南风1级
2022-08-19,星期五,32,21,多云,东北风2级
2022-08-20,星期六,30,23,多云,西南风2级
2022-08-21,星期日,30,25,多云,东南风1级
2022-08-22,星期一,33,18,多云,东北风2级
2022-08-23,星期二,28,20,多云,西南风2级
2022-08-24,星期三,26,19,多云,西南风2级
2022-08-25,星期四,31,19,晴,西南风1级
2022-08-26,星期五,26,15,多云,北风1级
2022-08-27,星期六,27,18,晴,西风1级
2022-08-28,星期日,21,15,小雨,西风2级
2022-08-29,星期一,20,17,多云,西南风1级
2022-08-30,星期二,26,19,多云,西风1级
2022-08-31,星期三,29,18,晴,西风1级
2022-09-01,星期四,27,18,晴,西南风 2级
2022-09-02,星期五,27,17,晴,西南风 1级
2022-09-03,星期六,26,19,多云,西南风 1级
2022-09-04,星期日,28,19,多云,西南风 2级
2022-09-05,星期一,28,14,晴,西风 1级
2022-09-06,星期二,30,16,晴,西北风 1级
2022-09-07,星期三,31,16,晴,西南风 1级
2022-09-08,星期四,30,19,晴,西南风 1级
2022-09-09,星期五,31,19,晴,西风 1级
2022-09-10,星期六,31,19,多云,东北风 1级
2022-09-11,星期日,28,17,多云,西南风2级
2022-09-12,星期一,30,17,晴,西风2级
2022-09-13,星期二,30,18,晴,东风2级
2022-09-14,星期三,29,17,晴,东北风2级
2022-09-15,星期四,29,17,晴,北风2级
2022-09-16,星期五,30,20,晴,南风2级
2022-09-17,星期六,30,19,多云,西风2级
2022-09-18,星期日,29,17,晴,西南风1级
2022-09-19,星期一,25,14,多云,东北风2级
2022-09-20,星期二,25,12,晴,西南风1级
2022-09-21,星期三,26,16,多云,西南风2级
2022-09-22,星期四,27,11,晴,西北风4级
2022-09-23,星期五,25,10,晴,西风1级
2022-09-24,星期六,26,11,多云,西南风2级
2022-09-25,星期日,26,13,多云,南风2级
2022-09-26,星期一,28,15,多云,西南风1级
2022-09-27,星期二,29,16,多云,西风1级
2022-09-28,星期三,27,16,多云,西南风2级
2022-09-29,星期四,29,18,晴,西南风1级
2022-09-30,星期五,30,19,晴,西南风1级
2022-10-01,星期六,22,19,小雨,西南风 2级
2022-10-02,星期日,19,17,小雨,北风 1级
2022-10-03,星期一,20,7,小雨,东北风 3级
2022-10-04,星期二,16,3,晴,西南风 1级
2022-10-05,星期三,15,6,多云,西南风 1级
2022-10-06,星期四,18,5,多云,西南风 1级
2022-10-07,星期五,19,10,晴,西南风 1级
2022-10-08,星期六,12,7,多云,西北风 1级
2022-10-09,星期日,15,4,晴,北风 1级
2022-10-10,星期一,18,3,晴,西南风 1级
2022-10-11,星期二,20,6,晴,西南风2级
2022-10-12,星期三,19,8,多云,西南风2级
2022-10-13,星期四,18,11,小雨,西南风1级
2022-10-14,星期五,21,10,多云,西风3级
2022-10-15,星期六,24,13,雾,西南风1级
2022-10-16,星期日,19,5,晴,北风3级
2022-10-17,星期一,17,2,晴,西风1级
2022-10-18,星期二,19,3,晴,西南风1级
2022-10-19,星期三,20,8,晴,西南风1级
2022-10-20,星期四,18,7,多云,西南风2级
2022-10-21,星期五,22,10,晴,西南风1级
2022-10-22,星期六,22,5,晴,北风1级
2022-10-23,星期日,22,5,晴,西南风1级
2022-10-24,星期一,21,7,晴,西北风1级
2022-10-25,星期二,19,10,多云,西南风2级
2022-10-26,星期三,19,10,多云,东北风3级
2022-10-27,星期四,12,9,多云,西南风1级
2022-10-28,星期五,12,9,多云,东南风2级
2022-10-29,星期六,14,8,多云,西南风2级
2022-10-30,星期日,15,8,多云,西南风2级
2022-10-31,星期一,18,2,雾,东风1级
2022-11-01,星期二,15,9,晴,东南风 2级
2022-11-02,星期三,16,3,多云,东南风 2级
2022-11-03,星期四,12,0,晴,北风 2级
2022-11-04,星期五,13,0,晴,南风 1级
2022-11-05,星期六,15,4,雾,西风 1级
2022-11-06,星期日,9,3,小雨,西北风 2级
2022-11-07,星期一,18,1,雾,东北风 1级
2022-11-08,星期二,16,4,晴,西南风 1级
2022-11-09,星期三,12,6,多云,东北风 2级
2022-11-10,星期四,17,10,晴,东北风 1级
2022-11-11,星期五,12,10,小雨,东风1级
2022-11-12,星期六,12,0,多云,北风3级
2022-11-13,星期日,8,-1,晴,南风1级
2022-11-14,星期一,12,-1,晴,东风1级
2022-11-15,星期二,16,0,晴,西南风1级
2022-11-16,星期三,14,0,多云,西南风1级
2022-11-17,星期四,15,4,晴,北风1级
2022-11-18,星期五,11,3,多云,北风2级
2022-11-19,星期六,14,3,多云,东南风1级
2022-11-20,星期日,9,3,雾,东北风2级
2022-11-21,星期一,13,2,雾,西南风1级
2022-11-22,星期二,12,0,多云,南风2级
2022-11-23,星期三,12,2,多云,东北风1级
2022-11-24,星期四,10,2,雾,东北风1级
2022-11-25,星期五,15,-4,雾,北风3级
2022-11-26,星期六,4,-2,多云,南风2级
2022-11-27,星期日,8,1,多云,东风1级
2022-11-28,星期一,11,-5,多云,北风4级
2022-11-29,星期二,-3,-11,多云,东北风2级
2022-11-30,星期三,-1,-11,晴,西北风1级
2022-12-01,星期四,1,-10,晴,西南风 2级
2022-12-02,星期五,0,-9,多云,东北风 1级
2022-12-03,星期六,3,-10,多云,西风 2级
2022-12-04,星期日,1,-10,多云,西风 1级
2022-12-05,星期一,3,-10,多云,南风 1级
2022-12-06,星期二,6,-8,晴,西风 1级
2022-12-07,星期三,7,-6,晴,北风 1级
2022-12-08,星期四,8,-6,晴,西南风 1级
2022-12-09,星期五,7,-6,多云,西南风 1级
2022-12-10,星期六,5,-8,晴,西风 2级
2022-12-11,星期日,4,-5,晴,西南风2级
2022-12-12,星期一,3,-8,多云,东风1级
2022-12-13,星期二,-1,-11,多云,东风1级
2022-12-14,星期三,0,-8,多云,东北风1级
2022-12-15,星期四,0,-12,多云,东北风2级
2022-12-16,星期五,-1,-16,晴,西北风2级
2022-12-17,星期六,-1,-12,多云,东南风2级
2022-12-18,星期日,0,-11,多云,东风1级
2022-12-19,星期一,3,-8,晴,南风1级
2022-12-20,星期二,2,-10,多云,北风1级
2022-12-21,星期三,0,-10,多云,西北风1级
2022-12-22,星期四,0,-11,晴,东北风1级
2022-12-23,星期五,0,-11,晴,西风2级
2022-12-24,星期六,2,-9,晴,西南风1级
2022-12-25,星期日,1,-9,多云,西风1级
2022-12-26,星期一,3,-9,晴,西南风1级
2022-12-27,星期二,2,-10,晴,东南风1级
2022-12-28,星期三,3,-10,晴,东南风1级
2022-12-29,星期四,3,-10,晴,西南风1级
2022-12-30,星期五,4,-10,晴,西风1级
2022-12-31,星期六,7,-8,晴,西风1级
2023-01-01,星期日,4,-8,晴,西北风 1级
2023-01-02,星期一,2,-9,多云,东风 1级
2023-01-03,星期二,3,-9,晴,东北风 1级
2023-01-04,星期三,5,-9,晴,南风 1级
2023-01-05,星期四,5,-8,多云,西南风 1级
2023-01-06,星期五,10,-6,多云,东北风 1级
2023-01-07,星期六,6,-6,多云,北风 2级
2023-01-08,星期日,11,-4,晴,东北风 1级
2023-01-09,星期一,8,-6,晴,西南风 1级
2023-01-10,星期二,7,-5,晴,西南风 1级
2023-01-11,星期三,2,-5,多云,北风1级
2023-01-12,星期四,3,-2,雨夹雪,北风2级
2023-01-13,星期五,6,-7,多云,东风2级
2023-01-14,星期六,-1,-11,阴,北风3级
2023-01-15,星期日,0,-13,晴,南风1级
2023-01-16,星期一,1,-10,晴,东南风1级
2023-01-17,星期二,3,-10,晴,西南风2级
2023-01-18,星期三,4,-8,晴,西风1级
2023-01-19,星期四,5,-12,晴,北风2级
2023-01-20,星期五,0,-10,晴,西南风1级
2023-01-21,星期六,1,-5,晴,西北风0级
2023-01-22,星期日,4,-10,多云,东南风1级
2023-01-23,星期一,-2,-16,雾,西北风3级
2023-01-24,星期二,-4,-15,晴,西南风1级
2023-01-25,星期三,-3,-11,晴,东北风1级
2023-01-26,星期四,2,-12,多云,东北风2级
2023-01-27,星期五,3,-11,晴,西南风1级
2023-01-28,星期六,6,-7,晴,西南风1级
2023-01-29,星期日,10,-7,晴,西风1级
2023-01-30,星期一,8,-7,晴,东南风1级
2023-01-31,星期二,13,-5,晴,北风4级
2023-02-01,星期三,5,-6,多云,西风 1级
2023-02-02,星期四,2,-8,多云,东风 1级
2023-02-03,星期五,6,-8,多云,东南风 1级
2023-02-04,星期六,9,-6,晴,西南风 1级
2023-02-05,星期日,7,-3,多云,东北风 1级
2023-02-06,星期一,8,-6,多云,南风 1级
2023-02-07,星期二,6,-6,多云,北风 2级
2023-02-08,星期三,7,-3,晴,南风 1级
2023-02-09,星期四,1,-6,多云,西北风 1级
2023-02-10,星期五,1,-4,雾,南风 1级
2023-02-11,星期六,3,-2,雾,东北风1级
2023-02-12,星期日,2,-5,大雪,东风1级
2023-02-13,星期一,6,-6,晴,东北风1级
2023-02-14,星期二,5,-6,多云,南风1级
2023-02-15,星期三,3,-7,多云,西南风2级
2023-02-16,星期四,7,-4,晴,东南风1级
2023-02-17,星期五,5,-1,多云,东北风1级
2023-02-18,星期六,6,-6,雾,北风2级
2023-02-19,星期日,12,-5,晴,东北风1级
2023-02-20,星期一,7,-5,晴,北风1级
2023-02-21,星期二,6,-4,多云,西南风1级
2023-02-22,星期三,9,-2,多云,西北风1级
2023-02-23,星期四,10,-1,多云,东风1级
2023-02-24,星期五,8,-7,多云,东风2级
2023-02-25,星期六,9,-5,晴,西南风1级
2023-02-26,星期日,10,-1,多云,北风1级
2023-02-27,星期一,11,1,多云,西南风1级
2023-02-28,星期二,16,-2,多云,东风2级
2023-03-01,星期三,11,-5,晴,南风 2级
2023-03-02,星期四,15,-1,晴,西南风 1级
2023-03-03,星期五,20,-1,晴,西风 1级
2023-03-04,星期六,17,2,多云~晴,北风 2级
2023-03-05,星期日,10,3,雾~晴,东北风 1级
2023-03-06,星期一,21,5,多云~晴,西南风 1级
2023-03-07,星期二,22,9,多云~晴,东北风 3级
2023-03-08,星期三,19,4,多云~晴,西南风 2级
2023-03-09,星期四,22,8,多云~晴,东北风 1级
2023-03-10,星期五,26,9,多云,北风 3级
2023-03-11,星期六,14,1,多云,西风3级
2023-03-12,星期日,11,2,晴,西南风3级
2023-03-13,星期一,14,4,多云,东北风1级
2023-03-14,星期二,21,1,晴,北风3级
2023-03-15,星期三,12,0,晴,东风2级
2023-03-16,星期四,11,2,多云,东南风2级
2023-03-17,星期五,10,1,多云~阴,西北风1级
2023-03-18,星期六,17,3,雾~多云,南风1级
2023-03-19,星期日,13,5,多云~阴,南风1级
2023-03-20,星期一,15,8,雾~多云,西南风2级
2023-03-21,星期二,18,9,多云~阴,西风2级
2023-03-22,星期三,17,6,多云,东风2级
2023-03-23,星期四,13,3,多云,西风1级
2023-03-24,星期五,13,5,多云,北风1级
2023-03-25,星期六,13,0,多云~晴,西风2级
2023-03-26,星期日,16,4,晴,西南风2级
2023-03-27,星期一,20,5,晴,南风2级
2023-03-28,星期二,21,8,多云,南风1级
2023-03-29,星期三,24,9,多云~晴,西南风2级
2023-03-30,星期四,24,11,雾~晴,南风2级
2023-03-31,星期五,22,11,雾~多云,南风1级
2023-04-01,星期六,21,12,多云,西南风 3级
2023-04-02,星期日,18,13,多云~阴,西南风 2级
2023-04-03,星期一,17,11,多云~小雨,东北风 4级
2023-04-04,星期二,13,7,中雨~阴,东北风 4级
2023-04-05,星期三,16,9,多云~小雨,西南风 1级
2023-04-06,星期四,18,5,多云~晴,西北风 3级
2023-04-07,星期五,17,5,晴,西北风 3级
2023-04-08,星期六,21,8,晴~阴,西南风 3级
2023-04-09,星期日,21,11,多云,西南风 3级
2023-04-10,星期一,28,10,雾~多云,西南风 4级
2023-04-11,星期二,18,5,多云~晴,东北风2级
2023-04-12,星期三,21,12,多云,西南风3级
2023-04-13,星期四,22,12,雾~多云,南风1级
2023-04-14,星期五,22,8,多云,北风2级
2023-04-15,星期六,20,7,多云,东北风1级
2023-04-16,星期日,21,10,多云,西南风2级
2023-04-17,星期一,21,9,多云,东北风3级
2023-04-18,星期二,26,9,多云~晴,东南风1级
2023-04-19,星期三,25,17,多云~阴,西南风3级
2023-04-20,星期四,19,10,多云~小雨,东北风5级
2023-04-21,星期五,12,7,小雨,西南风3级
2023-04-22,星期六,12,7,多云,南风2级
2023-04-23,星期日,15,6,多云~阴,东南风2级
2023-04-24,星期一,15,9,多云~阴,西南风4级
2023-04-25,星期二,21,5,多云~晴,西北风3级
2023-04-26,星期三,19,11,晴,西南风3级
2023-04-27,星期四,20,12,多云,北风1级
2023-04-28,星期五,20,9,阴~小雨,西南风3级
2023-04-29,星期六,25,10,多云,西风3级
2023-04-30,星期日,23,11,多云~晴,东南风2级
2023-05-01,星期一,26,16,多云~小雨,东南风 2级
2023-05-02,星期二,27,15,多云~晴,南风 1级
2023-05-03,星期三,28,16,多云~阴,北风 2级
2023-05-04,星期四,19,15,小雨,北风 2级
2023-05-05,星期五,21,15,多云~阴,北风 2级
2023-05-06,星期六,24,11,多云,西南风 1级
2023-05-07,星期日,26,12,多云~晴,南风 1级
2023-05-08,星期一,27,15,多云~晴,西南风 2级
2023-05-09,星期二,27,15,多云,南风 2级
2023-05-10,星期三,27,15,多云~晴,南风 2级
2023-05-11,星期四,27,14,多云~晴,西南风1级
2023-05-12,星期五,25,15,小雨~多云,西南风1级
2023-05-13,星期六,28,15,多云~晴,西南风2级
2023-05-14,星期日,29,16,晴~多云,西北风2级
2023-05-15,星期一,33,21,多云,南风1级
2023-05-16,星期二,33,19,多云~雷阵雨,东风2级
2023-05-17,星期三,27,15,多云,东北风1级
2023-05-18,星期四,27,16,晴~雷阵雨,东南风1级
2023-05-19,星期五,22,15,小雨~雷阵雨,东北风2级
2023-05-20,星期六,26,15,多云~晴,北风2级
2023-05-21,星期日,26,13,多云,南风1级
2023-05-22,星期一,29,14,晴,南风1级
2023-05-23,星期二,29,18,多云,南风2级
2023-05-24,星期三,27,18,多云,南风2级
2023-05-25,星期四,25,16,小雨~多云,南风1级
2023-05-26,星期五,28,20,多云~阴,南风1级
2023-05-27,星期六,21,15,小雨~多云,东南风1级
2023-05-28,星期日,27,17,雾~多云,南风1级
2023-05-29,星期一,31,19,多云~雷阵雨,北风1级
2023-05-30,星期二,25,16,多云~阴,南风1级
2023-05-31,星期三,26,16,多云~晴,西南风1级
2023-06-01,星期四,33,19,多云~晴,北风 3级
2023-06-02,星期五,30,17,多云~晴,西风 1级
2023-06-03,星期六,32,19,多云~晴,南风 1级
2023-06-04,星期日,32,19,多云,西南风 2级
2023-06-05,星期一,35,20,晴,南风 2级
2023-06-06,星期二,35,22,晴,北风 1级
2023-06-07,星期三,38,18,阴~多云,北风 2级
2023-06-08,星期四,34,17,多云~晴,西南风 1级
2023-06-09,星期五,33,18,晴~多云,东北风 1级
2023-06-10,星期六,31,17,多云~晴,北风 1级
2023-06-11,星期日,29,17,多云~阴,东北风2级
2023-06-12,星期一,30,18,多云,东风2级
2023-06-13,星期二,33,18,晴,南风1级
2023-06-14,星期三,36,20,多云~晴,东南风1级
2023-06-15,星期四,38,23,晴,北风1级
2023-06-16,星期五,39,25,多云~晴,西南风1级
2023-06-17,星期六,37,23,多云~晴,东北风2级
2023-06-18,星期日,34,24,多云,东风2级
2023-06-19,星期一,27,20,小雨~多云,东南风2级
2023-06-20,星期二,34,21,多云~晴,西南风1级
2023-06-21,星期三,38,20,多云~晴,西风1级
2023-06-22,星期四,41,25,多云~晴,西南风1级
2023-06-23,星期五,40,26,多云~晴,南风1级
2023-06-24,星期六,40,25,多云~阴,东南风2级
2023-06-25,星期日,35,23,多云,东风2级
2023-06-26,星期一,32,23,多云,西风1级
2023-06-27,星期二,36,20,阴,南风1级
2023-06-28,星期三,27,20,晴,西风1级
2023-06-29,星期四,35,19,晴,西南风1级
2023-06-30,星期五,38,21,多云,西南风1级
2023-07-01,星期六,39,25,多云,南风 2级
2023-07-02,星期日,38,25,多云,北风 2级
2023-07-03,星期一,32,22,多云~大雨,东风 1级
2023-07-04,星期二,31,22,小雨~晴,西南风 2级
2023-07-05,星期三,40,22,晴,北风 1级
2023-07-06,星期四,39,24,晴,西风 1级
2023-07-07,星期五,38,24,多云,东风 1级
2023-07-08,星期六,37,25,晴,北风 2级
2023-07-09,星期日,37,25,晴~多云,西南风 1级
2023-07-10,星期一,39,26,多云,东南风 1级
2023-07-11,星期二,34,25,多云~雷阵雨,东风2级
2023-07-12,星期三,27,24,雷阵雨,东北风2级
2023-07-13,星期四,24,22,小雨~阴,西南风1级
2023-07-14,星期五,36,24,雾~多云,西北风3级
2023-07-15,星期六,33,21,阴~多云,西南风1级
2023-07-16,星期日,35,22,晴,西风1级
2023-07-17,星期一,35,23,多云~晴,西南风1级
2023-07-18,星期二,36,24,多云~晴,南风1级
2023-07-19,星期三,36,24,多云~晴,南风1级
2023-07-20,星期四,35,24,阴~中雨,东风1级
2023-07-21,星期五,27,22,小雨~雷阵雨,北风2级
2023-07-22,星期六,27,21,中雨~雷阵雨,西南风1级
2023-07-23,星期日,33,23,阴~晴,西南风1级
2023-07-24,星期一,34,23,多云~中雨,西风3级
2023-07-25,星期二,35,25,多云,南风1级
2023-07-26,星期三,35,25,阴,北风2级
2023-07-27,星期四,34,24,多云~中雨,东北风2级
2023-07-28,星期五,30,23,阴~雷阵雨,东北风2级
2023-08-01,星期二,28,24,中雨~雷阵雨,西南风 2级
2023-08-02,星期三,31,26,多云,西南风 3级
2023-08-03,星期四,32,27,多云~阴,西南风 2级
2023-08-04,星期五,32,26,小雨~雷阵雨,东南风 1级
2023-08-05,星期六,34,25,阴~雷阵雨,东风 2级
2023-08-06,星期日,28,24,多云,南风 2级
2023-08-07,星期一,28,23,阴~多云,南风 2级
2023-08-08,星期二,31,25,阴~多云,西南风 1级
2023-08-09,星期三,33,25,多云~阴,东南风 2级
2023-08-10,星期四,33,25,多云,南风 2级
2023-08-11,星期五,30,24,阴~大暴雨,西南风1级
2023-08-12,星期六,32,23,阴~晴,东风2级
2023-08-13,星期日,33,23,多云~晴,西南风2级
2023-08-14,星期一,34,24,多云~晴,西南风2级
2023-08-15,星期二,34,25,多云~晴,西南风3级
2023-08-16,星期三,35,26,多云,西南风2级
2023-08-17,星期四,32,24,阴~雷阵雨,东南风1级
2023-08-18,星期五,36,23,阴~多云,西南风1级
2023-08-19,星期六,35,24,晴~多云,东南风1级
2023-08-20,星期日,32,22,小雨~雷阵雨,东南风1级
2023-08-21,星期一,30,19,阴~晴,西南风2级
2023-08-22,星期二,32,20,晴,东南风1级
2023-08-23,星期三,31,21,阴~中雨,东南风1级
2023-08-24,星期四,24,18,小雨~多云,东北风1级
2023-08-25,星期五,28,21,阴~雷阵雨,西南风1级
2023-08-26,星期六,27,19,大雨到暴风雨,东风2级
2023-08-27,星期日,20,18,小雨到大雨,西北风2级
2023-08-30,星期三,29,17,晴转小雨,西南风2级
2023-08-31,星期四,28,20,小雨转多云,东北风2级
2023-09-01,星期五,30,20,阴~多云,西南风 2级
2023-09-02,星期六,28,20,阴~中雨,西南风 2级
2023-09-03,星期日,30,21,阴~晴,东风 1级
2023-09-04,星期一,31,24,多云~晴,西南风 1级
2023-09-05,星期二,32,22,多云~晴,东南风 1级
2023-09-06,星期三,32,22,多云~晴,西南风 2级
2023-09-07,星期四,32,23,多云,西南风 3级
2023-09-08,星期五,27,22,阴~中雨,西南风 1级
2023-09-09,星期六,23,20,大雨~中雨,东风 2级
2023-09-10,星期日,25,19,阴~多云,西南风 2级
2023-09-11,星期一,29,19,阴,东风1级
2023-09-12,星期二,27,16,多云~晴,东北风2级
2023-09-13,星期三,28,17,晴,西南风2级
2023-09-14,星期四,29,16,多云~晴,西南风2级
2023-09-15,星期五,29,18,晴,西南风2级
2023-09-16,星期六,30,19,多云,西南风1级
